User_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
PP1067913,16,6,13602.24,5,5,3,13,High Value
PP1067914,87,1,50939.73,3,1,4,8,Regular
PP1067915,116,5,139205.48,2,5,5,12,Loyal
PP1067916,180,1,78517.31,2,1,5,8,Regular
PP1067918,182,1,1527.45,2,1,1,4,Lost
PP1067919,108,5,21866.89,3,5,3,11,Loyal
PP1067920,190,3,8244.95,1,3,2,6,Needs Attention
PP1067922,158,5,58362.240000000005,2,5,4,11,Loyal
PP1067923,267,1,45.27,1,1,1,3,Lost
PP1067924,77,3,48969.8,3,3,4,10,Loyal
PP1067925,111,1,37274.33,2,1,4,7,Regular
PP1067926,63,1,1849.7,3,1,1,5,Needs Attention
PP1067927,123,2,4248.29,2,2,1,5,Needs Attention
PP1067928,90,3,138282.32,3,3,5,11,Loyal
PP1067929,67,2,13916.44,3,2,3,8,Regular
PP1067930,28,4,110659.34,5,4,5,14,High Value
PP1067931,59,3,4624.17,4,3,2,9,Regular
PP1067932,13,4,6152.07,5,4,2,11,Loyal
PP1067933,76,1,7677.73,3,1,2,6,Needs Attention
PP1067934,202,1,1059.17,1,1,1,3,Lost
PP1067935,170,2,40228.8,2,2,4,8,Regular
PP1067936,96,4,18215.85,3,4,3,10,Loyal
PP1067937,76,5,8591.86,3,5,2,10,Loyal
PP1067938,121,1,3401.09,2,1,1,4,Lost
PP1067939,254,4,33469.21,1,4,4,9,Regular
PP1067940,73,2,7500.22,3,2,2,7,Regular
PP1067941,183,2,1994.6399999999999,2,2,1,5,Needs Attention
PP1067943,89,4,86342.69,3,4,5,12,Loyal
PP1067944,35,3,3794.55,4,3,1,8,Regular
PP1067945,26,4,95028.54000000001,5,4,5,14,High Value
PP1067946,48,2,2849.26,4,2,1,7,Regular
PP1067947,221,2,3857.18,1,2,1,4,Lost
PP1067948,105,5,122989.19,3,5,5,13,High Value
PP1067949,250,1,3032.62,1,1,1,3,Lost
PP1067950,138,2,5510.97,2,2,2,6,Needs Attention
PP1067951,49,2,14425.59,4,2,3,9,Regular
PP1067952,214,2,14538.599999999999,1,2,3,6,Needs Attention
PP1067953,46,7,14650.470000000001,4,5,3,12,Loyal
PP1067955,23,1,1277.86,5,1,1,7,Regular
PP1067956,162,3,3277.94,2,3,1,6,Needs Attention
PP1067957,148,3,74353.92,2,3,5,10,Loyal
PP1067958,16,1,380.82,5,1,1,7,Regular
PP1067959,71,2,3132.68,3,2,1,6,Needs Attention
PP1067960,50,1,8482.76,4,1,2,7,Regular
PP1067961,50,3,85726.21999999999,4,3,5,12,Loyal
PP1067962,37,6,51222.3,4,5,4,13,High Value
PP1067963,5,2,28132.550000000003,5,2,4,11,Loyal
PP1067964,29,2,71737.3,4,2,5,11,Loyal
PP1067965,101,2,6078.07,3,2,2,7,Regular
PP1067966,63,2,2774.21,3,2,1,6,Needs Attention
PP1067967,9,1,61.06,5,1,1,7,Regular
PP1067968,159,4,8157.91,2,4,2,8,Regular
PP1067969,10,3,17381.48,5,3,3,11,Loyal
PP1067970,324,1,638.25,1,1,1,3,Lost
PP1067971,130,2,7125.539999999999,2,2,2,6,Needs Attention
PP1067972,65,4,13251.68,3,4,3,10,Loyal
PP1067973,305,1,15089.51,1,1,3,5,Needs Attention
PP1067974,33,2,90925.91,4,2,5,11,Loyal
PP1067975,69,2,78859.88,3,2,5,10,Loyal
PP1067976,143,3,22768.05,2,3,3,8,Regular
PP1067977,89,2,1382.4,3,2,1,6,Needs Attention
PP1067979,141,5,68263.81,2,5,4,11,Loyal
PP1067980,35,5,8422.58,4,5,2,11,Loyal
PP1067981,34,1,8861.03,4,1,2,7,Regular
PP1067982,112,2,17977.58,2,2,3,7,Regular
PP1067983,120,2,18728.96,2,2,3,7,Regular
PP1067984,324,1,40.6,1,1,1,3,Lost
PP1067985,36,4,85959.29,4,4,5,13,High Value
PP1067986,243,2,11591.87,1,2,3,6,Needs Attention
PP1067987,73,3,101943.96,3,3,5,11,Loyal
PP1067989,212,4,105024.98999999999,1,4,5,10,Loyal
PP1067990,60,2,4615.0599999999995,4,2,2,8,Regular
PP1067992,43,4,48153.38,4,4,4,12,Loyal
PP1067993,1,5,5296.6,5,5,2,12,Loyal
PP1067994,133,3,7273.93,2,3,2,7,Regular
PP1067995,143,5,23736.32,2,5,4,11,Loyal
PP1067996,32,3,6123.47,4,3,2,9,Regular
PP1067997,199,3,61876.71,1,3,4,8,Regular
PP1067998,46,5,75246.12,4,5,5,14,High Value
PP1067999,200,2,2084.75,1,2,1,4,Lost
PP1068000,276,1,1734.12,1,1,1,3,Lost
PP1068001,23,2,29512.31,5,2,4,11,Loyal
PP1068002,9,3,165493.63999999998,5,3,5,13,High Value
PP1068003,74,3,15626.36,3,3,3,9,Regular
PP1068004,233,3,185660.06999999998,1,3,5,9,Regular
PP1068005,113,4,86135.03000000001,2,4,5,11,Loyal
PP1068006,182,1,14839.8,2,1,3,6,Needs Attention
PP1068007,60,3,25366.18,4,3,4,11,Loyal
PP1068008,13,4,13807.32,5,4,3,12,Loyal
PP1068009,15,3,5098.32,5,3,2,10,Loyal
PP1068010,68,5,11618.91,3,5,3,11,Loyal
PP1068011,37,4,98587.54000000001,4,4,5,13,High Value
PP1068012,235,3,17007.010000000002,1,3,3,7,Regular
PP1068013,164,5,137248.7,2,5,5,12,Loyal
PP1068014,187,6,35313.95,1,5,4,10,Loyal
PP1068015,53,4,57763.149999999994,4,4,4,12,Loyal
PP1068016,31,4,79637.16,4,4,5,13,High Value
PP1068017,10,2,60993.53,5,2,4,11,Loyal
PP1068018,108,1,14486.77,3,1,3,7,Regular
PP1068019,114,2,76077.46,2,2,5,9,Regular
PP1068020,51,4,9331.62,4,4,2,10,Loyal
PP1068021,281,1,14960.08,1,1,3,5,Needs Attention
PP1068022,214,5,15006.130000000001,1,5,3,9,Regular
PP1068023,191,1,4760.23,1,1,2,4,Lost
PP1068024,33,6,60871.77,4,5,4,13,High Value
PP1068025,7,6,32686.14,5,5,4,14,High Value
PP1068026,252,1,1975.76,1,1,1,3,Lost
PP1068027,49,6,57243.54,4,5,4,13,High Value
PP1068028,48,4,19526.010000000002,4,4,3,11,Loyal
PP1068029,289,1,861.21,1,1,1,3,Lost
PP1068030,6,7,34308.200000000004,5,5,4,14,High Value
PP1068031,92,8,170970.94999999998,3,5,5,13,High Value
PP1068032,182,2,3144.92,2,2,1,5,Needs Attention
PP1068033,172,1,1912.54,2,1,1,4,Lost
PP1068034,15,5,115915.99,5,5,5,15,High Value
PP1068035,21,1,5195.9,5,1,2,8,Regular
PP1068036,311,2,39059.32,1,2,4,7,Regular
PP1068037,81,1,3187.31,3,1,1,5,Needs Attention
PP1068039,1,5,9519.11,5,5,2,12,Loyal
PP1068040,39,6,51115.2,4,5,4,13,High Value
PP1068041,71,5,41098.67,3,5,4,12,Loyal
PP1068042,143,1,18796.03,2,1,3,6,Needs Attention
PP1068043,53,3,9743.47,4,3,2,9,Regular
PP1068044,95,4,15198.869999999999,3,4,3,10,Loyal
PP1068045,221,3,97834.4,1,3,5,9,Regular
PP1068046,24,6,128546.98,5,5,5,15,High Value
PP1068047,162,3,13391.51,2,3,3,8,Regular
PP1068048,247,2,5155.860000000001,1,2,2,5,Needs Attention
PP1068049,185,2,4928.4800000000005,1,2,2,5,Needs Attention
PP1068050,311,1,23519.78,1,1,4,6,Needs Attention
PP1068051,54,3,38717.99,4,3,4,11,Loyal
PP1068052,143,1,77143.17,2,1,5,8,Regular
PP1068053,73,2,34730.47,3,2,4,9,Regular
PP1068054,135,4,41041.14,2,4,4,10,Loyal
PP1068055,16,2,8858.43,5,2,2,9,Regular
PP1068056,63,4,9395.74,3,4,2,9,Regular
PP1068057,77,3,2773.27,3,3,1,7,Regular
PP1068058,180,1,4348.95,2,1,2,5,Needs Attention
PP1068059,40,4,27885.660000000003,4,4,4,12,Loyal
PP1068060,363,1,4842.99,1,1,2,4,Lost
PP1068061,207,2,3727.34,1,2,1,4,Lost
PP1068062,13,5,170031.46,5,5,5,15,High Value
PP1068063,105,1,1355.84,3,1,1,5,Needs Attention
PP1068064,49,1,71600.65,4,1,5,10,Loyal
PP1068065,105,2,2460.35,3,2,1,6,Needs Attention
PP1068066,83,1,1018.59,3,1,1,5,Needs Attention
PP1068067,348,1,772.61,1,1,1,3,Lost
PP1068068,120,3,57457.84,2,3,4,9,Regular
PP1068069,12,3,110296.1,5,3,5,13,High Value
PP1068070,74,2,2619.52,3,2,1,6,Needs Attention
PP1068071,99,4,68435.55,3,4,5,12,Loyal
PP1068072,3,4,70513.08,5,4,5,14,High Value
PP1068073,67,2,5951.27,3,2,2,7,Regular
PP1068074,103,3,9109.27,3,3,2,8,Regular
PP1068075,45,3,12144.83,4,3,3,10,Loyal
PP1068076,5,8,26952.1,5,5,4,14,High Value
PP1068077,71,2,3458.62,3,2,1,6,Needs Attention
PP1068078,1,5,23650.640000000003,5,5,4,14,High Value
PP1068079,302,1,17252.02,1,1,3,5,Needs Attention
PP1068080,296,1,4859.66,1,1,2,4,Lost
PP1068081,77,5,149018.01,3,5,5,13,High Value
PP1068082,230,3,37716.58,1,3,4,8,Regular
PP1068083,69,4,9007.82,3,4,2,9,Regular
PP1068084,232,3,4161.29,1,3,1,5,Needs Attention
PP1068085,286,3,25452.46,1,3,4,8,Regular
PP1068086,167,2,4198.24,2,2,1,5,Needs Attention
PP1068087,99,1,76314.78,3,1,5,9,Regular
PP1068088,147,1,476.5,2,1,1,4,Lost
PP1068089,1,4,125475.66,5,4,5,14,High Value
PP1068091,88,1,63230.78,3,1,4,8,Regular
PP1068092,318,2,65012.07,1,2,4,7,Regular
PP1068093,128,3,42298.43,2,3,4,9,Regular
PP1068094,174,4,23753.760000000002,2,4,4,10,Loyal
PP1068095,67,3,23665.96,3,3,4,10,Loyal
PP1068096,216,3,9256.16,1,3,2,6,Needs Attention
PP1068097,5,6,10110.42,5,5,3,13,High Value
PP1068098,107,6,30604.23,3,5,4,12,Loyal
PP1068099,221,2,44295.399999999994,1,2,4,7,Regular
PP1068100,16,2,70210.99,5,2,5,12,Loyal
PP1068101,4,2,89335.94,5,2,5,12,Loyal
PP1068102,8,4,214708.13,5,4,5,14,High Value
PP1068103,35,3,12885.810000000001,4,3,3,10,Loyal
PP1068104,22,2,14846.33,5,2,3,10,Loyal
PP1068105,228,5,28800.68,1,5,4,10,Loyal
PP1068107,72,2,8823.49,3,2,2,7,Regular
PP1068108,71,6,43000.28,3,5,4,12,Loyal
PP1068109,96,2,13091.12,3,2,3,8,Regular
PP1068110,236,2,7226.23,1,2,2,5,Needs Attention
PP1068112,82,3,8331.69,3,3,2,8,Regular
PP1068113,62,8,327668.62,4,5,5,14,High Value
PP1068114,14,4,58567.55,5,4,4,13,High Value
PP1068115,238,1,1694.04,1,1,1,3,Lost
PP1068116,105,5,45740.23,3,5,4,12,Loyal
PP1068117,19,2,58254.64,5,2,4,11,Loyal
PP1068118,42,15,190410.37,4,5,5,14,High Value
PP1068120,265,1,324.54,1,1,1,3,Lost
PP1068121,80,6,16156.099999999999,3,5,3,11,Loyal
PP1068122,107,6,33174.12,3,5,4,12,Loyal
PP1068123,10,3,4279.92,5,3,1,9,Regular
PP1068124,190,5,20725.86,1,5,3,9,Regular
PP1068125,12,3,161509.27000000002,5,3,5,13,High Value
PP1068126,40,2,5137.85,4,2,2,8,Regular
PP1068127,13,7,15400.48,5,5,3,13,High Value
PP1068128,87,5,22832.78,3,5,3,11,Loyal
PP1068129,135,4,92319.75,2,4,5,11,Loyal
PP1068130,25,3,44646.59,5,3,4,12,Loyal
PP1068131,164,4,103242.53,2,4,5,11,Loyal
PP1068132,46,5,15225.55,4,5,3,12,Loyal
PP1068134,225,3,16709.22,1,3,3,7,Regular
PP1068135,136,2,4058.09,2,2,1,5,Needs Attention
PP1068136,19,5,31426.53,5,5,4,14,High Value
PP1068137,295,4,123533.39,1,4,5,10,Loyal
PP1068138,73,3,58548.54,3,3,4,10,Loyal
PP1068139,1,1,2372.61,5,1,1,7,Regular
PP1068140,76,3,5693.700000000001,3,3,2,8,Regular
PP1068141,158,3,5035.25,2,3,2,7,Regular
PP1068142,53,2,2324.15,4,2,1,7,Regular
PP1068143,42,2,2811.6400000000003,4,2,1,7,Regular
PP1068144,81,4,13039.060000000001,3,4,3,10,Loyal
PP1068145,38,4,20940.02,4,4,3,11,Loyal
PP1068146,203,2,5091.6,1,2,2,5,Needs Attention
PP1068147,9,3,8580.96,5,3,2,10,Loyal
PP1068148,235,1,8091.87,1,1,2,4,Lost
PP1068149,15,4,136558.55,5,4,5,14,High Value
PP1068150,182,2,1951.33,2,2,1,5,Needs Attention
PP1068151,24,4,5614.299999999999,5,4,2,11,Loyal
PP1068152,177,4,11035.37,2,4,3,9,Regular
PP1068153,188,2,8634.64,1,2,2,5,Needs Attention
PP1068154,156,1,920.61,2,1,1,4,Lost
PP1068155,37,3,63183.96,4,3,4,11,Loyal
PP1068156,26,2,98894.58,5,2,5,12,Loyal
PP1068157,110,3,111661.39,2,3,5,10,Loyal
PP1068158,353,1,94045.84,1,1,5,7,Regular
PP1068159,144,1,10888.32,2,1,3,6,Needs Attention
PP1068160,55,6,102871.54999999999,4,5,5,14,High Value
PP1068161,50,2,77139.67,4,2,5,11,Loyal
PP1068162,2,6,37187.38,5,5,4,14,High Value
PP1068163,79,3,16058.02,3,3,3,9,Regular
PP1068164,274,2,53717.579999999994,1,2,4,7,Regular
PP1068165,199,2,86650.95000000001,1,2,5,8,Regular
PP1068166,172,1,1176.9,2,1,1,4,Lost
PP1068167,3,4,90253.81999999999,5,4,5,14,High Value
PP1068168,174,3,87112.50000000001,2,3,5,10,Loyal
PP1068169,16,4,17546.620000000003,5,4,3,12,Loyal
PP1068170,170,4,8057.87,2,4,2,8,Regular
PP1068171,43,3,18966.33,4,3,3,10,Loyal
PP1068172,192,1,618.42,1,1,1,3,Lost
PP1068173,62,5,82056.62000000001,4,5,5,14,High Value
PP1068174,64,6,44974.24,3,5,4,12,Loyal
PP1068175,216,2,6180.6900000000005,1,2,2,5,Needs Attention
PP1068176,110,2,5598.25,2,2,2,6,Needs Attention
PP1068177,46,4,14704.93,4,4,3,11,Loyal
PP1068179,220,3,84137.73,1,3,5,9,Regular
PP1068181,346,1,433.78,1,1,1,3,Lost
PP1068182,58,3,3380.06,4,3,1,8,Regular
PP1068183,193,2,857.29,1,2,1,4,Lost
PP1068184,81,2,55433.89,3,2,4,9,Regular
PP1068185,42,3,13664.46,4,3,3,10,Loyal
PP1068186,91,8,63084.44,3,5,4,12,Loyal
PP1068187,205,3,8321.07,1,3,2,6,Needs Attention
PP1068188,15,5,50737.45,5,5,4,14,High Value
PP1068189,48,3,92849.52,4,3,5,12,Loyal
PP1068190,365,1,1296.95,1,1,1,3,Lost
PP1068191,186,1,1368.77,1,1,1,3,Lost
PP1068192,2,3,82069.36,5,3,5,13,High Value
PP1068193,39,4,18020.97,4,4,3,11,Loyal
PP1068194,18,3,99476.35,5,3,5,13,High Value
PP1068195,165,3,115300.2,2,3,5,10,Loyal
PP1068197,38,3,5226.23,4,3,2,9,Regular
PP1068198,101,3,4002.7599999999998,3,3,1,7,Regular
PP1068199,128,3,11603.85,2,3,3,8,Regular
PP1068200,1,4,7869.23,5,4,2,11,Loyal
PP1068201,96,2,66604.14,3,2,4,9,Regular
PP1068202,161,3,74364.76,2,3,5,10,Loyal
PP1068203,10,4,92370.34999999999,5,4,5,14,High Value
PP1068204,151,3,3765.58,2,3,1,6,Needs Attention
PP1068205,56,6,67787.68,4,5,4,13,High Value
PP1068206,86,2,54541.67,3,2,4,9,Regular
PP1068207,24,3,90534.02999999998,5,3,5,13,High Value
PP1068208,11,8,160415.69,5,5,5,15,High Value
PP1068209,259,1,1573.42,1,1,1,3,Lost
PP1068210,115,4,63441.270000000004,2,4,4,10,Loyal
PP1068211,174,2,7638.27,2,2,2,6,Needs Attention
PP1068212,91,4,4238.28,3,4,1,8,Regular
PP1068213,339,1,98286.29,1,1,5,7,Regular
PP1068214,65,4,128178.23,3,4,5,12,Loyal
PP1068215,51,2,38008.36,4,2,4,10,Loyal
PP1068218,217,1,1257.16,1,1,1,3,Lost
PP1068219,333,1,4171.91,1,1,1,3,Lost
PP1068220,155,2,3219.67,2,2,1,5,Needs Attention
PP1068221,73,5,7588.77,3,5,2,10,Loyal
PP1068222,80,3,22177.46,3,3,3,9,Regular
PP1068223,57,4,46455.2,4,4,4,12,Loyal
PP1068224,106,3,78519.09,3,3,5,11,Loyal
PP1068225,220,3,112208.51999999999,1,3,5,9,Regular
PP1068226,324,1,8553.37,1,1,2,4,Lost
PP1068227,96,2,5330.11,3,2,2,7,Regular
PP1068228,5,6,120117.13,5,5,5,15,High Value
PP1068229,227,3,24317.56,1,3,4,8,Regular
PP1068230,56,6,48136.29,4,5,4,13,High Value
PP1068231,267,3,180512.97,1,3,5,9,Regular
PP1068232,68,3,4649.81,3,3,2,8,Regular
PP1068233,51,3,7437.81,4,3,2,9,Regular
PP1068234,5,4,11194.75,5,4,3,12,Loyal
PP1068235,156,4,54898.85999999999,2,4,4,10,Loyal
PP1068236,77,5,10676.380000000001,3,5,3,11,Loyal
PP1068237,47,5,52273.99,4,5,4,13,High Value
PP1068238,50,7,38650.37,4,5,4,13,High Value
PP1068239,115,4,29520.44,2,4,4,10,Loyal
PP1068240,203,3,7482.54,1,3,2,6,Needs Attention
PP1068241,36,3,7831.3099999999995,4,3,2,9,Regular
PP1068242,105,2,6857.99,3,2,2,7,Regular
PP1068243,98,4,45640.22,3,4,4,11,Loyal
PP1068244,72,3,101184.68,3,3,5,11,Loyal
PP1068245,67,1,859.19,3,1,1,5,Needs Attention
PP1068246,53,3,5577.84,4,3,2,9,Regular
PP1068247,361,1,66.46,1,1,1,3,Lost
PP1068248,84,2,11905.57,3,2,3,8,Regular
PP1068249,216,2,6093.63,1,2,2,5,Needs Attention
PP1068250,161,3,10035.08,2,3,3,8,Regular
PP1068251,77,2,1984.51,3,2,1,6,Needs Attention
PP1068252,5,5,4084.6000000000004,5,5,1,11,Loyal
PP1068253,66,6,108885.46,3,5,5,13,High Value
PP1068254,45,3,63650.03,4,3,4,11,Loyal
PP1068255,76,5,70276.55,3,5,5,13,High Value
PP1068256,196,3,57533.75,1,3,4,8,Regular
PP1068257,177,2,21789.09,2,2,3,7,Regular
PP1068258,8,5,16099.37,5,5,3,13,High Value
PP1068259,33,2,1250.09,4,2,1,7,Regular
PP1068260,56,1,1132.05,4,1,1,6,Needs Attention
PP1068261,271,2,3901.2599999999998,1,2,1,4,Lost
PP1068262,45,2,166230.9,4,2,5,11,Loyal
PP1068263,4,3,9934.880000000001,5,3,2,10,Loyal
PP1068264,94,2,1315.31,3,2,1,6,Needs Attention
PP1068265,81,2,68708.46,3,2,5,10,Loyal
PP1068266,327,1,96995.09,1,1,5,7,Regular
PP1068268,100,2,54036.52,3,2,4,9,Regular
PP1068269,351,1,17920.68,1,1,3,5,Needs Attention
PP1068270,26,5,37771.52,5,5,4,14,High Value
PP1068271,216,1,180.57,1,1,1,3,Lost
PP1068272,111,1,17682.27,2,1,3,6,Needs Attention
PP1068273,35,3,5759.0,4,3,2,9,Regular
PP1068274,261,3,8461.0,1,3,2,6,Needs Attention
PP1068275,99,3,6637.450000000001,3,3,2,8,Regular
PP1068276,100,1,80644.74,3,1,5,9,Regular
PP1068277,16,3,14115.300000000001,5,3,3,11,Loyal
PP1068278,174,2,91480.64,2,2,5,9,Regular
PP1068279,123,2,23568.03,2,2,4,8,Regular
PP1068280,147,4,13587.119999999999,2,4,3,9,Regular
PP1068281,322,1,91132.19,1,1,5,7,Regular
PP1068282,101,2,8364.539999999999,3,2,2,7,Regular
PP1068283,220,5,9613.41,1,5,2,8,Regular
PP1068284,58,1,2407.01,4,1,1,6,Needs Attention
PP1068285,115,5,12931.380000000001,2,5,3,10,Loyal
PP1068286,129,6,51322.7,2,5,4,11,Loyal
PP1068287,140,2,21526.18,2,2,3,7,Regular
PP1068288,106,1,946.46,3,1,1,5,Needs Attention
PP1068289,97,2,4087.1800000000003,3,2,1,6,Needs Attention
PP1068290,292,1,120.16,1,1,1,3,Lost
PP1068291,178,1,1517.95,2,1,1,4,Lost
PP1068292,156,2,3502.8599999999997,2,2,1,5,Needs Attention
PP1068293,25,4,5828.98,5,4,2,11,Loyal
PP1068295,152,2,11676.17,2,2,3,7,Regular
PP1068296,10,4,143500.51,5,4,5,14,High Value
PP1068297,15,4,19695.84,5,4,3,12,Loyal
PP1068298,198,2,13128.47,1,2,3,6,Needs Attention
PP1068299,8,2,2313.9300000000003,5,2,1,8,Regular
PP1068300,19,4,98593.39,5,4,5,14,High Value
PP1068301,137,3,14121.77,2,3,3,8,Regular
PP1068302,97,4,64629.05,3,4,4,11,Loyal
PP1068303,12,4,201552.94,5,4,5,14,High Value
PP1068304,2,3,94241.38,5,3,5,13,High Value
PP1068305,141,1,2954.21,2,1,1,4,Lost
PP1068306,34,5,27792.85,4,5,4,13,High Value
PP1068307,49,4,10323.369999999999,4,4,3,11,Loyal
PP1068308,138,5,55576.869999999995,2,5,4,11,Loyal
PP1068309,97,3,24673.62,3,3,4,10,Loyal
PP1068310,208,2,58997.59,1,2,4,7,Regular
PP1068311,72,6,9115.08,3,5,2,10,Loyal
PP1068312,276,2,2931.38,1,2,1,4,Lost
PP1068313,168,4,29625.83,2,4,4,10,Loyal
PP1068314,3,2,20585.120000000003,5,2,3,10,Loyal
PP1068315,81,5,92079.39,3,5,5,13,High Value
PP1068316,77,5,8645.32,3,5,2,10,Loyal
PP1068317,211,1,3038.09,1,1,1,3,Lost
PP1068318,60,4,188081.97999999998,4,4,5,13,High Value
PP1068320,295,1,98.03,1,1,1,3,Lost
PP1068321,220,2,10221.34,1,2,3,6,Needs Attention
PP1068322,153,2,17998.190000000002,2,2,3,7,Regular
PP1068323,6,4,22062.879999999997,5,4,3,12,Loyal
PP1068324,175,2,3858.6099999999997,2,2,1,5,Needs Attention
PP1068325,87,2,83209.81,3,2,5,10,Loyal
PP1068326,265,4,57952.97,1,4,4,9,Regular
PP1068327,287,1,3174.9,1,1,1,3,Lost
PP1068328,103,2,1437.26,3,2,1,6,Needs Attention
PP1068329,191,3,16296.8,1,3,3,7,Regular
PP1068330,66,3,16172.17,3,3,3,9,Regular
PP1068331,136,3,96946.55,2,3,5,10,Loyal
PP1068332,182,3,98182.13,2,3,5,10,Loyal
PP1068333,174,2,6826.49,2,2,2,6,Needs Attention
PP1068334,360,1,18950.21,1,1,3,5,Needs Attention
PP1068335,135,2,5026.13,2,2,2,6,Needs Attention
PP1068336,59,2,3974.92,4,2,1,7,Regular
PP1068337,44,3,22295.8,4,3,3,10,Loyal
PP1068338,145,3,71247.56,2,3,5,10,Loyal
PP1068339,39,3,69224.79,4,3,5,12,Loyal
PP1068340,71,4,91346.98999999999,3,4,5,12,Loyal
PP1068341,181,3,3572.98,2,3,1,6,Needs Attention
PP1068342,6,3,7694.0599999999995,5,3,2,10,Loyal
PP1068343,52,4,3758.0600000000004,4,4,1,9,Regular
PP1068344,103,1,1444.11,3,1,1,5,Needs Attention
PP1068345,32,5,114718.33,4,5,5,14,High Value
PP1068346,107,3,36469.02,3,3,4,10,Loyal
PP1068347,9,2,112300.47,5,2,5,12,Loyal
PP1068349,43,5,41458.28,4,5,4,13,High Value
PP1068350,135,1,12855.0,2,1,3,6,Needs Attention
PP1068351,49,1,4831.75,4,1,2,7,Regular
PP1068352,8,2,94979.21,5,2,5,12,Loyal
PP1068353,130,1,1204.24,2,1,1,4,Lost
PP1068354,44,3,21096.34,4,3,3,10,Loyal
PP1068355,113,2,5154.110000000001,2,2,2,6,Needs Attention
PP1068356,13,5,102647.24,5,5,5,15,High Value
PP1068357,13,5,97237.15,5,5,5,15,High Value
PP1068358,90,1,1488.16,3,1,1,5,Needs Attention
PP1068359,141,5,55633.729999999996,2,5,4,11,Loyal
PP1068360,29,5,79904.92,4,5,5,14,High Value
PP1068361,58,2,99586.02,4,2,5,11,Loyal
PP1068362,200,1,11612.71,1,1,3,5,Needs Attention
PP1068363,26,1,71600.81,5,1,5,11,Loyal
PP1068364,71,3,6146.89,3,3,2,8,Regular
PP1068365,33,2,99663.64,4,2,5,11,Loyal
PP1068366,55,4,12177.54,4,4,3,11,Loyal
PP1068367,161,3,24458.94,2,3,4,9,Regular
PP1068368,4,3,82427.84,5,3,5,13,High Value
PP1068369,44,2,38308.219999999994,4,2,4,10,Loyal
PP1068370,61,4,25058.54,4,4,4,12,Loyal
PP1068371,48,5,24242.59,4,5,4,13,High Value
PP1068372,105,3,31240.56,3,3,4,10,Loyal
PP1068373,187,1,1752.76,1,1,1,3,Lost
PP1068374,97,3,57673.43,3,3,4,10,Loyal
PP1068375,96,2,77535.94,3,2,5,10,Loyal
PP1068377,45,3,46941.35,4,3,4,11,Loyal
PP1068379,68,3,5797.85,3,3,2,8,Regular
PP1068380,4,2,10024.029999999999,5,2,3,10,Loyal
PP1068381,11,5,12808.22,5,5,3,13,High Value
PP1068382,9,2,2057.65,5,2,1,8,Regular
PP1068384,27,5,10197.52,5,5,3,13,High Value
PP1068386,233,3,61870.39,1,3,4,8,Regular
PP1068387,102,4,11599.36,3,4,3,10,Loyal
PP1068388,8,4,76986.67,5,4,5,14,High Value
PP1068389,15,4,12859.22,5,4,3,12,Loyal
PP1068390,174,2,24831.57,2,2,4,8,Regular
PP1068391,68,5,107100.97,3,5,5,13,High Value
PP1068392,352,1,784.38,1,1,1,3,Lost
PP1068393,215,3,6296.34,1,3,2,6,Needs Attention
PP1068394,39,2,2014.19,4,2,1,7,Regular
PP1068395,94,2,2401.56,3,2,1,6,Needs Attention
PP1068396,114,5,16731.42,2,5,3,10,Loyal
PP1068397,232,1,33902.25,1,1,4,6,Needs Attention
PP1068398,29,3,14138.310000000001,4,3,3,10,Loyal
PP1068399,307,1,4753.09,1,1,2,4,Lost
PP1068400,78,6,97126.81999999999,3,5,5,13,High Value
PP1068401,15,3,12429.04,5,3,3,11,Loyal
PP1068402,8,4,10791.29,5,4,3,12,Loyal
PP1068403,271,1,1662.74,1,1,1,3,Lost
PP1068404,145,5,57497.6,2,5,4,11,Loyal
PP1068405,27,4,34592.7,5,4,4,13,High Value
PP1068406,248,1,118.51,1,1,1,3,Lost
PP1068407,36,3,98115.41,4,3,5,12,Loyal
PP1068408,37,2,13853.46,4,2,3,9,Regular
PP1068409,97,6,25532.559999999998,3,5,4,12,Loyal
PP1068410,39,3,82409.31,4,3,5,12,Loyal
PP1068411,77,3,34188.76,3,3,4,10,Loyal
PP1068412,42,3,28520.12,4,3,4,11,Loyal
PP1068413,149,3,5460.110000000001,2,3,2,7,Regular
PP1068414,168,3,11786.93,2,3,3,8,Regular
PP1068415,2,6,81303.61,5,5,5,15,High Value
PP1068416,102,4,5810.84,3,4,2,9,Regular
PP1068417,46,3,81641.91,4,3,5,12,Loyal
PP1068418,10,6,254922.77,5,5,5,15,High Value
PP1068419,4,6,13293.9,5,5,3,13,High Value
PP1068420,275,3,8010.62,1,3,2,6,Needs Attention
PP1068422,172,2,4953.0,2,2,2,6,Needs Attention
PP1068423,11,3,44659.479999999996,5,3,4,12,Loyal
PP1068424,260,3,26655.11,1,3,4,8,Regular
PP1068425,147,5,103909.67,2,5,5,12,Loyal
PP1068426,95,4,7801.860000000001,3,4,2,9,Regular
PP1068427,73,2,10474.76,3,2,3,8,Regular
PP1068429,73,4,100590.78,3,4,5,12,Loyal
PP1068430,116,2,4901.08,2,2,2,6,Needs Attention
PP1068431,359,2,7218.88,1,2,2,5,Needs Attention
PP1068432,176,2,14309.640000000001,2,2,3,7,Regular
PP1068433,17,4,13665.050000000001,5,4,3,12,Loyal
